struct1	struct2	Progres_score	CIRPIN_score
000005917	001098981	0.5602	0.9152
000005917	001277253	0.5825	0.9023
000005917	001277254	0.5427	0.9095
000005917	001814499	0.5773	0.9623
000005917	003386882	0.5340	0.9054
000005917	003588753	0.5834	0.9074
000005917	003590902	0.5998	0.9201
000005917	003602634	0.5339	0.9191
000005917	003958647	0.5320	0.9185
000005917	003960824	0.5839	0.9384
000005917	003973084	0.5954	0.9480
000005917	003989471	0.5939	0.9008
000005917	003989905	0.5369	0.9186
000005917	004037140	0.4955	0.9352
000005917	004060612	0.5504	0.9252
000005917	004067907	0.5969	0.9085
000005917	004077458	0.5941	0.9229
000005917	004082907	0.5451	0.9257
000005917	004087731	0.5663	0.9381
000005917	004129114	0.5323	0.9088
000005917	004163852	0.5666	0.9046
000005917	004220363	0.5827	0.9049
000005917	004243900	0.5399	0.9221
000005917	004304131	0.5369	0.9231
000005917	004308223	0.5631	0.9182
000005917	004317783	0.5618	0.9161
000005917	004322533	0.5746	0.9174
000005917	004365869	0.5462	0.9118
000005917	004376900	0.5229	0.9177
000005917	004383517	0.5861	0.9272
000005917	004411901	0.5694	0.9459
000005917	004440729	0.5910	0.9742
000005917	004629797	0.5642	0.9167
000005917	004663298	0.5948	0.9169
000005917	004886029	0.5779	0.9117
000005917	004927030	0.5479	0.9703
000005917	004928743	0.5376	0.9304
000005917	004932704	0.5957	0.9151
000005917	004932832	0.5622	0.9610
000005917	004933516	0.5570	0.9232
000005917	004935934	0.5778	0.9372
000005917	004937796	0.5774	0.9619
000005917	004942543	0.5978	0.9480
000005917	004942544	0.5511	0.9706
000005917	004943571	0.5690	0.9723
000005917	004945678	0.5738	0.9174
000005917	004946041	0.5936	0.9503
000005917	004951187	0.5758	0.9493
000005917	004956558	0.5992	0.9565
000005917	004957581	0.5601	0.9335
000005917	004967068	0.5633	0.9470
000005917	004969413	0.5598	0.9103
000005917	004972425	0.5444	0.9305
000005917	004975658	0.5898	0.9479
000005917	004980728	0.5598	0.9433
000005917	004983199	0.5561	0.9099
000005917	004983257	0.5800	0.9391
000005917	004989684	0.5576	0.9465
000005917	004990760	0.5868	0.9237
000005917	004992180	0.5296	0.9360
000005917	004993612	0.5880	0.9184
000005917	004994554	0.5491	0.9097
000005917	004997583	0.5998	0.9762
000005917	005004257	0.5597	0.9443
000005917	005014590	0.5613	0.9293
000005917	005022483	0.5633	0.9300
000005917	005022833	0.5755	0.9408
000005917	005025600	0.5681	0.9599
000005917	005030352	0.5479	0.9252
000005917	005030353	0.5496	0.9560
000005917	005034477	0.5823	0.9238
000005917	005034478	0.5797	0.9321
000005917	005036351	0.5810	0.9661
000005917	005037058	0.5989	0.9069
000005917	005037746	0.5826	0.9432
000005917	005038070	0.5472	0.9617
000005917	005040863	0.5821	0.9293
000005917	005043364	0.5941	0.9709
000005917	005046470	0.5664	0.9098
000005917	005048258	0.5274	0.9311
000005917	005049698	0.5488	0.9199
000005917	005050086	0.5445	0.9125
000005917	005051382	0.5824	0.9578
000005917	005053911	0.5753	0.9354
000005917	005054548	0.6000	0.9459
000005917	005056052	0.5758	0.9164
000005917	005057698	0.5386	0.9286
000005917	005059571	0.5621	0.9480
000005917	005069941	0.5749	0.9581
000005917	005070009	0.5471	0.9065
000005917	005070325	0.5510	0.9310
000005917	005079059	0.5586	0.9487
000005917	005081017	0.5776	0.9511
000005918	001814499	0.5933	0.9604
000005918	003386882	0.5627	0.9273
000005918	003589366	0.5584	0.9151
000005918	004037140	0.5234	0.9037
000005918	004087731	0.5653	0.9072
000005918	004129114	0.5737	0.9062
000005918	004243900	0.5617	0.9018
000005918	004304131	0.5464	0.9050
000005918	004376900	0.5721	0.9178
000005918	004411901	0.5912	0.9103
000005918	004927030	0.5674	0.9639
000005918	004932484	0.5591	0.9220
000005918	004932832	0.5811	0.9020
000005918	004935934	0.5918	0.9035
000005918	004937796	0.5994	0.9158
000005918	004941467	0.5998	0.9017
000005918	004942544	0.5672	0.9619
000005918	004943571	0.5840	0.9619
000005918	004951187	0.5970	0.9145
000005918	004951627	0.5847	0.9090
000005918	004957581	0.5834	0.9362
000005918	004967068	0.5867	0.9049
000005918	004972425	0.5730	0.9169
000005918	004980728	0.5849	0.9082
000005918	004992180	0.5382	0.9119
000005918	005004257	0.5829	0.9117
000005918	005012298	0.5577	0.9185
000005918	005014590	0.5870	0.9394
000005918	005022483	0.5859	0.9158
000005918	005022833	0.5965	0.9272
000005918	005025600	0.5870	0.9437
000005918	005030352	0.5823	0.9012
000005918	005030353	0.5746	0.9201
000005918	005036351	0.5964	0.9493
000005918	005038070	0.5628	0.9565
000005918	005046470	0.5906	0.9020
000005918	005048258	0.5677	0.9253
000005918	005054316	0.5555	0.9176
000005918	005055193	0.5815	0.9173
000005918	005057362	0.4494	0.9020
000005918	005057698	0.5695	0.9235
000005918	005059571	0.5852	0.9105
000005918	005069941	0.5978	0.9669
000005918	005070325	0.5717	0.9002
000005918	005079059	0.5834	0.9139
000005918	005081017	0.5984	0.9235
000005919	001814499	0.5985	0.9421
000005919	003386882	0.5447	0.9027
000005919	004087731	0.5717	0.9129
000005919	004411901	0.5785	0.9158
000005919	004927030	0.5719	0.9511
000005919	004932832	0.5835	0.9267
000005919	004937796	0.5863	0.9305
000005919	004942544	0.5748	0.9504
000005919	004943571	0.5915	0.9517
000005919	004951187	0.5782	0.9121
000005919	004967068	0.5924	0.9060
000005919	004972425	0.5646	0.9078
000005919	004980728	0.5824	0.9030
000005919	004992180	0.5309	0.9069
000005919	005004257	0.5706	0.9149
000005919	005014590	0.5752	0.9128
000005919	005025600	0.5939	0.9252
000005919	005030353	0.5522	0.9330
000005919	005036351	0.5969	0.9426
000005919	005038070	0.5703	0.9413
000005919	005048258	0.5594	0.9056
000005919	005057698	0.5608	0.9096
000005919	005059571	0.5908	0.9155
000005919	005069941	0.5997	0.9507
000005919	005079059	0.5727	0.9118
000005922	001098981	0.5749	0.9081
000005922	001277254	0.5576	0.9049
000005922	001814499	0.5863	0.9681
000005922	003386882	0.5398	0.9143
000005922	003590902	0.5967	0.9056
000005922	003602634	0.5517	0.9074
000005922	003960824	0.5935	0.9088
000005922	003989905	0.5387	0.9225
000005922	004037140	0.5098	0.9200
000005922	004060612	0.5565	0.9172
000005922	004067907	0.5938	0.9143
000005922	004082907	0.5546	0.9143
000005922	004087731	0.5474	0.9230
000005922	004129114	0.5566	0.9149
000005922	004220363	0.5884	0.9026
000005922	004243900	0.5477	0.9148
000005922	004304131	0.5403	0.9154
000005922	004308223	0.5688	0.9018
000005922	004317783	0.5748	0.9127
000005922	004322533	0.5757	0.9096
000005922	004365869	0.5581	0.9081
000005922	004376900	0.5476	0.9189
000005922	004383517	0.5840	0.9118
000005922	004411901	0.5836	0.9374
000005922	004440729	0.5925	0.9463
000005922	004927030	0.5622	0.9752
000005922	004928743	0.5557	0.9292
000005922	004932484	0.5416	0.9088
000005922	004932704	0.5967	0.9330
000005922	004932832	0.5735	0.9449
000005922	004933516	0.5713	0.9112
000005922	004935934	0.5729	0.9302
000005922	004937796	0.5902	0.9340
000005922	004941467	0.5857	0.9147
000005922	004942544	0.5610	0.9739
000005922	004943571	0.5776	0.9743
000005922	004945678	0.5713	0.9113
000005922	004951187	0.5849	0.9342
000005922	004957581	0.5767	0.9337
000005922	004967068	0.5798	0.9165
000005922	004972425	0.5672	0.9370
000005922	004975658	0.5999	0.9331
000005922	004980728	0.5733	0.9310
000005922	004983257	0.5960	0.9087
000005922	004989684	0.5956	0.9363
000005922	004992180	0.5263	0.9228
000005922	004997583	0.5973	0.9536
000005922	005004257	0.5716	0.9229
000005922	005012298	0.5349	0.9147
000005922	005014590	0.5707	0.9243
000005922	005022483	0.5721	0.9129
000005922	005022833	0.5855	0.9230
000005922	005025600	0.5793	0.9516
000005922	005030352	0.5712	0.9072
000005922	005030353	0.5566	0.9435
000005922	005034478	0.5684	0.9111
000005922	005036351	0.5918	0.9692
000005922	005038070	0.5569	0.9690
000005922	005040863	0.5807	0.9194
000005922	005046470	0.5800	0.9098
000005922	005048258	0.5562	0.9433
000005922	005049698	0.5793	0.9160
000005922	005051382	0.5899	0.9459
000005922	005055193	0.5616	0.9090
000005922	005057362	0.4370	0.9010
000005922	005057698	0.5597	0.9414
000005922	005059571	0.5779	0.9206
000005922	005069941	0.5903	0.9749
000005922	005070325	0.5644	0.9265
000005922	005079059	0.5664	0.9192
000005922	005081017	0.5910	0.9278
000005931	003204236	0.5927	0.9029
000005931	003602634	0.5870	0.9007
000005931	003738490	0.5833	0.9065
000005931	003989905	0.5579	0.9144
000005931	004037140	0.5501	0.9191
000005931	004060612	0.5881	0.9148
000005931	004082907	0.5972	0.9149
000005931	004087731	0.5962	0.9116
000005931	004129114	0.5957	0.9159
000005931	004243900	0.5944	0.9178
000005931	004304131	0.5748	0.9196
000005931	004376900	0.5716	0.9357
000005931	004927030	0.5961	0.9559
000005931	004932484	0.5795	0.9143
000005931	004942544	0.5984	0.9561
000005931	004972425	0.5958	0.9163
000005931	004992180	0.5625	0.9242
000005931	005004257	0.5964	0.9147
000005931	005012298	0.5813	0.9066
000005931	005030353	0.5797	0.9298
000005931	005038070	0.5947	0.9514
000005931	005048258	0.5850	0.9210
000005931	005057698	0.5928	0.9222
000005935	004087731	0.5616	0.9060
000005935	004376900	0.5391	0.9287
000005935	004927030	0.5535	0.9112
000005935	004957581	0.5866	0.9033
000005935	005030353	0.5455	0.9072
000005935	005037746	0.6000	0.9190
000005937	001019401	0.5678	0.9047
000005937	001098981	0.5302	0.9161
000005937	001277254	0.5115	0.9190
000005937	001814499	0.5492	0.9589
000005937	002071206	0.5534	0.9190
000005937	003386882	0.4922	0.9605
000005937	003581178	0.5602	0.9066
000005937	003589366	0.4966	0.9047
000005937	003602634	0.5069	0.9402
000005937	003646685	0.5364	0.9053
000005937	003960824	0.5518	0.9257
000005937	003973084	0.5637	0.9433
000005937	003987466	0.5710	0.9411
000005937	004067907	0.5619	0.9126
000005937	004077458	0.5662	0.9098
000005937	004087731	0.5232	0.9650
000005937	004129114	0.5222	0.9005
000005937	004365869	0.5122	0.9421
000005937	004383517	0.5404	0.9211
000005937	004411901	0.5374	0.9590
000005937	004440729	0.5484	0.9299
000005937	004663298	0.5426	0.9070
000005937	004927029	0.5825	0.9384
000005937	004927030	0.5210	0.9568
000005937	004932484	0.5015	0.9179
000005937	004932704	0.5554	0.9084
000005937	004932832	0.5315	0.9254
000005937	004933441	0.5976	0.9373
000005937	004933516	0.5260	0.9380
000005937	004935934	0.5293	0.9307
000005937	004937796	0.5448	0.9605
000005937	004941467	0.5551	0.9516
000005937	004942080	0.5750	0.9575
000005937	004942543	0.5636	0.9304
000005937	004942544	0.5226	0.9538
000005937	004943571	0.5397	0.9546
000005937	004945678	0.5272	0.9213
000005937	004946041	0.5599	0.9599
000005937	004951187	0.5411	0.9513
000005937	004951526	0.5912	0.9253
000005937	004951627	0.5544	0.9025
000005937	004956558	0.5631	0.9498
000005937	004956722	0.5673	0.9197
000005937	004957581	0.5342	0.9229
000005937	004967068	0.5420	0.9220
000005937	004972425	0.5261	0.9414
000005937	004975658	0.5594	0.9558
000005937	004980728	0.5313	0.9415
000005937	004983199	0.5320	0.9176
000005937	004983257	0.5580	0.9236
000005937	004989684	0.5548	0.9225
000005937	004992180	0.4932	0.9504
000005937	004993612	0.5928	0.9280
000005937	004997583	0.5627	0.9693
000005937	005000739	0.5675	0.9201
000005937	005001304	0.5961	0.9267
000005937	005004257	0.5233	0.9589
000005937	005012298	0.4936	0.9245
000005937	005014590	0.5272	0.9621
000005937	005022483	0.5285	0.9444
000005937	005022833	0.5466	0.9429
000005937	005023410	0.5172	0.9326
000005937	005025600	0.5405	0.9502
000005937	005028785	0.5938	0.9363
000005937	005030033	0.5588	0.9232
000005937	005030352	0.5188	0.9453
000005937	005030353	0.5128	0.9738
000005937	005034477	0.5563	0.9354
000005937	005034478	0.5332	0.9266
000005937	005036351	0.5511	0.9604
000005937	005036929	0.5729	0.9013
000005937	005037746	0.5798	0.9353
000005937	005038070	0.5182	0.9459
000005937	005038098	0.5935	0.9192
000005937	005040862	0.5705	0.9179
000005937	005040863	0.5397	0.9053
000005937	005043364	0.5635	0.9566
000005937	005046470	0.5351	0.9181
000005937	005048258	0.5111	0.9344
000005937	005051382	0.5485	0.9393
000005937	005053911	0.5657	0.9412
000005937	005054316	0.4903	0.9375
000005937	005054548	0.5698	0.9208
000005937	005055193	0.5228	0.9142
000005937	005056052	0.5329	0.9317
000005937	005057698	0.5182	0.9465
000005937	005059571	0.5404	0.9333
000005937	005069941	0.5487	0.9603
000005937	005070325	0.5213	0.9360
000005937	005079059	0.5260	0.9557
000005937	005081017	0.5569	0.9348
000005939	001277254	0.5676	0.9040
000005939	003386882	0.5438	0.9159
000005939	003602634	0.5563	0.9012
000005939	003989905	0.5527	0.9261
000005939	004037140	0.5102	0.9184
000005939	004060612	0.5747	0.9028
000005939	004067907	0.5905	0.9090
000005939	004082907	0.5607	0.9145
000005939	004087731	0.5643	0.9234
000005939	004129114	0.5281	0.9271
000005939	004243900	0.5556	0.9100
000005939	004304131	0.5595	0.9078
000005939	004317783	0.5818	0.9126
000005939	004322533	0.5887	0.9072
000005939	004365869	0.5681	0.9070
000005939	004411901	0.5841	0.9183
000005939	004440729	0.5988	0.9226
000005939	004927030	0.5688	0.9482
000005939	004928743	0.5625	0.9098
000005939	004932484	0.5327	0.9122
000005939	004932704	0.5999	0.9295
000005939	004932832	0.5854	0.9332
000005939	004933516	0.5820	0.9034
000005939	004935934	0.5897	0.9318
000005939	004937796	0.5901	0.9002
000005939	004942544	0.5771	0.9449
000005939	004943571	0.5928	0.9428
000005939	004945678	0.5874	0.9167
000005939	004951187	0.5866	0.9239
000005939	004957581	0.5794	0.9170
000005939	004972425	0.5659	0.9382
000005939	004980728	0.5841	0.9269
000005939	004989684	0.5724	0.9283
000005939	004992180	0.5455	0.9216
000005939	004993612	0.5997	0.9220
000005939	005012298	0.5234	0.9203
000005939	005014590	0.5782	0.9092
000005939	005023410	0.5685	0.9003
000005939	005025600	0.5919	0.9258
000005939	005030353	0.5556	0.9394
000005939	005034478	0.5847	0.9243
000005939	005038070	0.5727	0.9443
000005939	005046470	0.5912	0.9061
000005939	005048258	0.5418	0.9549
000005939	005049698	0.5740	0.9206
000005939	005055193	0.5533	0.9115
000005939	005056052	0.5817	0.9063
000005939	005057362	0.4420	0.9028
000005939	005057698	0.5596	0.9461
000005939	005070325	0.5730	0.9289
000138977	001098981	0.5580	0.9113
000138977	001277254	0.5402	0.9075
000138977	001814499	0.5821	0.9439
000138977	002071206	0.5673	0.9069
000138977	003386882	0.5129	0.9066
000138977	003602634	0.5315	0.9189
000138977	003960824	0.5811	0.9168
000138977	003973084	0.5775	0.9216
000138977	003989905	0.5414	0.9121
000138977	004037140	0.4891	0.9021
000138977	004060612	0.5605	0.9117
000138977	004082907	0.5395	0.9154
000138977	004087731	0.5624	0.9243
000138977	004129114	0.4979	0.9098
000138977	004243900	0.5382	0.9172
000138977	004304131	0.5447	0.9151
000138977	004308223	0.5637	0.9037
000138977	004317783	0.5623	0.9082
000138977	004322533	0.5713	0.9172
000138977	004365869	0.5413	0.9103
000138977	004376900	0.5194	0.9257
000138977	004383517	0.5817	0.9126
000138977	004411901	0.5508	0.9290
000138977	004440729	0.5735	0.9112
000138977	004656066	0.5998	0.9060
000138977	004927030	0.5445	0.9631
000138977	004932484	0.5159	0.9202
000138977	004933516	0.5568	0.9083
000138977	004935934	0.5695	0.9200
000138977	004937796	0.5570	0.9343
000138977	004942080	0.5718	0.9159
000138977	004942544	0.5581	0.9467
000138977	004943571	0.5740	0.9478
000138977	004945678	0.5660	0.9108
000138977	004946041	0.5899	0.9223
000138977	004951187	0.5594	0.9280
000138977	004951526	0.5907	0.9226
000138977	004956558	0.5971	0.9164
000138977	004956722	0.5820	0.9121
000138977	004957581	0.5550	0.9292
000138977	004972425	0.5405	0.9278
000138977	004975658	0.5836	0.9189
000138977	004980728	0.5609	0.9057
000138977	004983199	0.5464	0.9108
000138977	004989684	0.5459	0.9201
000138977	004992180	0.5355	0.9195
000138977	004993612	0.5819	0.9284
000138977	005004257	0.5485	0.9248
000138977	005012298	0.5078	0.9164
000138977	005014590	0.5530	0.9212
000138977	005022483	0.5645	0.9114
000138977	005022833	0.5786	0.9012
000138977	005023410	0.5422	0.9016
000138977	005025600	0.5703	0.9352
000138977	005030352	0.5258	0.9101
000138977	005030353	0.5337	0.9356
000138977	005034477	0.5539	0.9041
000138977	005034478	0.5714	0.9157
000138977	005036351	0.5782	0.9462
000138977	005037746	0.5791	0.9149
000138977	005038070	0.5536	0.9431
000138977	005040862	0.5797	0.9031
000138977	005040863	0.5806	0.9075
000138977	005043364	0.5756	0.9178
000138977	005046470	0.5657	0.9185
000138977	005048258	0.5083	0.9295
000138977	005049698	0.5414	0.9043
000138977	005051382	0.5771	0.9122
000138977	005053911	0.5661	0.9125
000138977	005055193	0.5368	0.9146
000138977	005057362	0.4400	0.9330
000138977	005057698	0.5342	0.9331
000138977	005069941	0.5817	0.9438
000138977	005070325	0.5444	0.9149
000138977	005079059	0.5482	0.9177
000146252	003024607	0.5089	0.9100
000146252	003495118	0.5984	0.9106
000146252	003588613	0.5349	0.9411
000146252	003588753	0.4962	0.9055
000146252	003590902	0.5162	0.9181
000146252	003597475	0.5542	0.9156
000146252	003604612	0.5987	0.9470
000146252	003958647	0.4848	0.9287
000146252	003979017	0.5698	0.9347
000146252	003987466	0.5207	0.9388
000146252	003989905	0.4775	0.9158
000146252	004037140	0.4223	0.9116
000146252	004082907	0.4740	0.9126
000146252	004308223	0.4785	0.9023
000146252	004330225	0.5093	0.9023
000146252	004376900	0.4444	0.9379
000146252	004440729	0.5045	0.9535
000146252	004629797	0.4899	0.9129
000146252	004656066	0.5284	0.9091
000146252	004663298	0.5007	0.9130
000146252	004880026	0.5614	0.9100
000146252	004927029	0.5412	0.9022
000146252	004927030	0.4912	0.9255
000146252	004928743	0.5095	0.9349
000146252	004932832	0.5055	0.9342
000146252	004933441	0.5746	0.9549
000146252	004937796	0.5337	0.9047
000146252	004942543	0.5332	0.9044
000146252	004942544	0.4914	0.9037
000146252	004943571	0.5051	0.9128
000146252	004951187	0.5358	0.9042
000146252	004951526	0.5471	0.9225
000146252	004967068	0.5080	0.9058
000146252	004997583	0.5217	0.9166
000146252	005001304	0.5793	0.9269
000146252	005028785	0.5720	0.9113
000146252	005030353	0.4962	0.9155
000146252	005034478	0.5036	0.9062
000146252	005036351	0.5335	0.9025
000146252	005036929	0.4949	0.9028
000146252	005036987	0.5721	0.9038
000146252	005037746	0.5677	0.9169
000146252	005038070	0.4890	0.9007
000146252	005043364	0.5572	0.9287
000146252	005050086	0.5052	0.9322
000146252	005051382	0.5173	0.9143
000146252	005054548	0.5477	0.9105
000146252	005069119	0.5657	0.9124
000146252	005070009	0.4886	0.9518
000148384	003386882	0.5682	0.9076
000148384	004037140	0.5282	0.9023
000148384	004087731	0.5842	0.9099
000148384	004376900	0.5605	0.9139
000148384	004927030	0.5799	0.9538
000148384	004942544	0.5824	0.9494
000148384	004957581	0.5908	0.9258
000148384	004972425	0.5799	0.9086
000148384	004980728	0.5961	0.9035
000148384	004992180	0.5469	0.9145
000148384	005004257	0.5940	0.9013
000148384	005030353	0.5816	0.9314
000148384	005038070	0.5782	0.9422
000148384	005048258	0.5780	0.9173
000148384	005057698	0.5775	0.9157
001019401	003211406	0.5857	0.9512
001019401	003218989	0.4747	0.9055
001019401	003228368	0.5905	0.9054
001019401	003296288	0.5521	0.9113
001019401	003324140	0.5269	0.9043
001019401	003329738	0.5188	0.9013
001019401	003362546	0.5413	0.9152
001019401	003369681	0.5829	0.9111
001019401	003420946	0.5377	0.9301
001019401	003433819	0.5636	0.9002
001019401	003483105	0.4985	0.9035
001019401	003484762	0.4943	0.9089
001019401	003504252	0.4097	0.9576
001019401	003505381	0.5622	0.9036
001019401	003533575	0.5992	0.9303
001019401	003543254	0.5654	0.9090
001019401	003580535	0.5846	0.9208
001019401	003621732	0.3626	0.9287
001019401	003629909	0.5718	0.9033
001019401	003638316	0.5802	0.9150
001019401	003671929	0.5349	0.9147
001019401	003672824	0.5033	0.9014
001019401	003688260	0.4344	0.9301
001019401	003697214	0.4801	0.9505
001019401	003697216	0.5676	0.9157
001019401	003697218	0.4298	0.9326
001019401	003700856	0.5176	0.9102
001019401	003725383	0.5679	0.9050
001019401	003738488	0.3592	0.9082
001019401	003738490	0.3981	0.9143
001019401	003738492	0.5535	0.9129
001019401	003739574	0.5442	0.9240
001019401	003739577	0.5447	0.9115
001019401	003739578	0.5830	0.9237
001019401	003739596	0.5930	0.9038
001019401	003781533	0.5829	0.9073
001019401	003789077	0.5780	0.9067
001019401	003789861	0.5858	0.9315
001019401	003809923	0.5874	0.9216
001019401	003813425	0.4878	0.9065
001019401	003813426	0.5416	0.9037
001019401	003814809	0.5500	0.9017
001019401	003875700	0.5235	0.9003
001019401	003877011	0.5232	0.9203
001019401	003895818	0.5967	0.9040
001019401	003910714	0.5529	0.9202
001019401	003915214	0.5522	0.9153
001019401	003940980	0.5916	0.9006
001019401	004002427	0.4734	0.9157
001019401	004025694	0.5551	0.9470
001019401	004027641	0.4837	0.9275
001019401	004032037	0.5666	0.9077
001019401	004529537	0.5831	0.9339
001019401	004563137	0.5932	0.9045
001019401	004668989	0.5562	0.9005
001019401	004932602	0.5799	0.9072
001019401	005001329	0.5268	0.9018
001098981	001683691	0.5694	0.9374
001098981	003173838	0.5616	0.9115
001098981	003178516	0.5450	0.9109
001098981	003184642	0.5694	0.9142
001098981	003208051	0.5637	0.9046
001098981	003211310	0.5695	0.9297
001098981	003211406	0.5319	0.9433
001098981	003212979	0.5491	0.9317
001098981	003213699	0.5723	0.9196
001098981	003218989	0.4647	0.9127
001098981	003228368	0.5815	0.9125
001098981	003228371	0.5804	0.9087
001098981	003228492	0.5616	0.9121
001098981	003234180	0.5319	0.9036
001098981	003242142	0.5709	0.9283
001098981	003296288	0.5336	0.9057
001098981	003297269	0.4929	0.9160
001098981	003306362	0.5979	0.9156
001098981	003317376	0.5930	0.9171
001098981	003324140	0.5055	0.9386
001098981	003329738	0.5158	0.9089
001098981	003352698	0.5691	0.9137
001098981	003357396	0.5659	0.9276
001098981	003362546	0.5131	0.9557
001098981	003364798	0.4843	0.9181
001098981	003369681	0.5688	0.9183
001098981	003374317	0.5782	0.9201
001098981	003380460	0.5563	0.9176
001098981	003382880	0.5588	0.9155
001098981	003402678	0.5646	0.9315
001098981	003413829	0.5483	0.9038
